"Data zamówienia";"Nr zamówienia";"Numer projektu";"Zlecenie";"Status wysyłki";"Tydzień dostawy";"Rodzaj dostawy";"Śledzenie";"Reklamacja";"rodzaj zamówienia";"Suma";"";"";"";""
"22.07.2025";"457/2025/REC.LIS";"";"136354863";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"147,44 €";"147,44";"EUR";"";""
"22.07.2025";"456/2025/CZ";"";"136354862";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"931,97 €";"931,97";"EUR";"";""
"22.07.2025";"455/2025";"";"136354858";"Całkowicie dostarczone";"2025/33";" TIR ";"";"";"Zamówienie";"72,68 €";"72,68";"EUR";"";""
"21.07.2025";"447/2025";"";"136352928";"Całkowicie dostarczone";"2025/33";" TIR ";"";"";"Zamówienie";"47,54 €";"47,54";"EUR";"";""
"21.07.2025";"448/2025";"";"136352927";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"571,30 €";"571,30";"EUR";"";""
"21.07.2025";"450/2025";"";"136352926";"Całkowicie dostarczone";"2025/33";" TIR ";"";"";"Zamówienie";"82,17 €";"82,17";"EUR";"";""
"21.07.2025";"449/2025";"";"136352925";"Całkowicie dostarczone";"2025/33";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"17.07.2025";"446/2025";"";"136347525";"Całkowicie dostarczone";"2025/33";" TIR ";"";"";"Zamówienie";"143,02 €";"143,02";"EUR";"";""
"16.07.2025";"385/2025";"";"136343868";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"239,51 €";"239,51";"EUR";"";""
"16.07.2025";"370/A/2025";"";"136342852";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"59,36 €";"59,36";"EUR";"";""
"16.07.2025";"444/2025";"";"136342849";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"226,34 €";"226,34";"EUR";"";""
"16.07.2025";"443/2025";"";"136342207";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"177,95 €";"177,95";"EUR";"";""
"16.07.2025";"442/2025";"";"136342206";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"213,97 €";"213,97";"EUR";"";""
"16.07.2025";"441/2025";"";"136342203";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"16.07.2025";"440/2025";"";"136341486";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"180,03 €";"180,03";"EUR";"";""
"15.07.2025";"437/2025";"";"136338691";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"36,65 €";"36,65";"EUR";"";""
"15.07.2025";"438/2025";"";"136338690";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"228,31 €";"228,31";"EUR";"";""
"15.07.2025";"439/2025";"";"136338689";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"122,60 €";"122,60";"EUR";"";""
"15.07.2025";"422/2025";"";"136337806";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"1 065,89 €";"1 065,89";"EUR";"";""
"15.07.2025";"429/2025";"";"136337803";"Całkowicie dostarczone";"2025/32";" TIR ";"";"reklamacje";"Zamówienie";"670,15 €";"670,15";"EUR";"";""
"15.07.2025";"430/2025";"";"136337802";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"219,61 €";"219,61";"EUR";"";""
"15.07.2025";"434/2025/STAL";"";"136337799";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"1 234,78 €";"1 234,78";"EUR";"";""
"15.07.2025";"436/2025/CZ";"";"136337798";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"290,14 €";"290,14";"EUR";"";""
"15.07.2025";"435/2025";"";"136337797";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"250,84 €";"250,84";"EUR";"";""
"15.07.2025";"433/2025/AKR.00";"";"136337795";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"6 396,28 €";"6 396,28";"EUR";"";""
"15.07.2025";"432/2025/LIV";"";"136337793";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"3 003,70 €";"3 003,70";"EUR";"";""
"15.07.2025";"428/2025/AL";"";"136337791";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"117,97 €";"117,97";"EUR";"";""
"14.07.2025";"431/2025";"";"136337789";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"184,05 €";"184,05";"EUR";"";""
"10.07.2025";"428/2025";"";"136329608";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"390,81 €";"390,81";"EUR";"";""
"9.07.2025";"427/2025";"";"136326500";"Całkowicie dostarczone";"2025/32";" TIR ";"";"";"Zamówienie";"237,66 €";"237,66";"EUR";"";""
"9.07.2025";"406/A/2025";"";"136326477";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"680,18 €";"680,18";"EUR";"";""
"9.07.2025";"426/205";"";"136325581";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"307,86 €";"307,86";"EUR";"";""
"9.07.2025";"423/2025";"";"136323848";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"331,10 €";"331,10";"EUR";"";""
"9.07.2025";"424/2025";"";"136323847";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"93,44 €";"93,44";"EUR";"";""
"9.07.2025";"425/2025";"";"136323844";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"362,25 €";"362,25";"EUR";"";""
"9.07.2025";"420/2025";"";"136323840";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"129,91 €";"129,91";"EUR";"";""
"9.07.2025";"421/2025";"";"136323839";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"228,52 €";"228,52";"EUR";"";""
"7.07.2025";"419/2025";"";"136317874";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"177,95 €";"177,95";"EUR";"";""
"7.07.2025";"417/2025";"";"136317406";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"155,73 €";"155,73";"EUR";"";""
"7.07.2025";"418/2025/CZ";"";"136317404";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"165,94 €";"165,94";"EUR";"";""
"7.07.2025";"416/2025/AKR.73";"";"136317403";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"7 513,49 €";"7 513,49";"EUR";"";""
"7.07.2025";"415/2025/AKR.05";"";"136317401";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"4 432,11 €";"4 432,11";"EUR";"";""
"7.07.2025";"414/2025/AKR.00";"";"136317400";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"1 607,23 €";"1 607,23";"EUR";"";""
"7.07.2025";"413/2025";"";"136317399";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"109,55 €";"109,55";"EUR";"";""
"3.07.2025";"411/2025";"";"136312018";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"99,17 €";"99,17";"EUR";"";""
"3.07.2025";"412/2025";"";"136312017";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"485,68 €";"485,68";"EUR";"";""
"2.07.2025";"410/2025";"";"136306683";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"2 787,91 €";"2 787,91";"EUR";"";""
"2.07.2025";"408/2025";"";"136305896";"Całkowicie dostarczone";"2025/31";" TIR ";"";"";"Zamówienie";"255,36 €";"255,36";"EUR";"";""
"2.07.2025";"407/2025";"";"136305895";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"571,30 €";"571,30";"EUR";"";""
"2.07.2025";"409/2025";"";"136305788";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"181,87 €";"181,87";"EUR";"";""
"1.07.2025";"404/2025";"";"136304394";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"904,23 €";"904,23";"EUR";"";""
"1.07.2025";"405/2025";"";"136304393";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"324,85 €";"324,85";"EUR";"";""
"1.07.2025";"406/2025";"";"136304390";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"1 548,95 €";"1 548,95";"EUR";"";""
"1.07.2025";"403/2025";"";"136301980";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"1.07.2025";"402/2025";"";"136301860";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"112,08 €";"112,08";"EUR";"";""
"1.07.2025";"401/2025";"";"136301620";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"67,85 €";"67,85";"EUR";"";""
"1.07.2025";"400/2025/AL";"";"136301407";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"61,57 €";"61,57";"EUR";"";""
"1.07.2025";"399/2025";"";"136301406";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"445,45 €";"445,45";"EUR";"";""
"1.07.2025";"395/2025";"";"136301405";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"2 086,96 €";"2 086,96";"EUR";"";""
"1.07.2025";"345/2025 move";"";"136301401";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"1 359,19 €";"1 359,19";"EUR";"";""
"27.06.2025";"396/2025";"";"136292774";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"113,83 €";"113,83";"EUR";"";""
"27.06.2025";"397/2025";"";"136292771";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"236,96 €";"236,96";"EUR";"";""
"27.06.2025";"398/2025";"";"136292769";"Całkowicie dostarczone";"2025/30";" TIR ";"";"";"Zamówienie";"54,78 €";"54,78";"EUR";"";""
"25.06.2025";"394/2025";"";"136285308";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"74,99 €";"74,99";"EUR";"";""
"24.06.2025";"393/2025/CON";"";"136282695";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"90,02 €";"90,02";"EUR";"";""
"24.06.2025";"392/2025";"";"136281800";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"69,68 €";"69,68";"EUR";"";""
"24.06.2025";"391/2025";"";"136281799";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"148,35 €";"148,35";"EUR";"";""
"24.06.2025";"390/2025";"";"136281797";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"696,41 €";"696,41";"EUR";"";""
"24.06.2025";"389/2025";"";"136281794";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"241,44 €";"241,44";"EUR";"";""
"24.06.2025";"388/2025";"";"136281790";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"93,44 €";"93,44";"EUR";"";""
"24.06.2025";"385/2025/AKR.KOL.";"";"136279261";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"716,35 €";"716,35";"EUR";"";""
"24.06.2025";"386/2025";"";"136279260";"Całkowicie dostarczone";"2025/29";" TIR ";"";"";"Zamówienie";"421,96 €";"421,96";"EUR";"";""
"24.06.2025";"387/2025/AKR.00";"";"136279258";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"4 432,11 €";"4 432,11";"EUR";"";""
"18.06.2025";"345/A/2025 move";"";"136270457";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"600,53 €";"600,53";"EUR";"";""
"18.06.2025";"384/2025";"";"136269860";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"17.06.2025";"382/2025";"";"136266305";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"17.06.2025";"383/2025";"";"136266304";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"272,58 €";"272,58";"EUR";"";""
"17.06.2025";"381/2025";"";"136264313";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"69,68 €";"69,68";"EUR";"";""
"17.06.2025";"330/2025/REC";"";"136263172";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"3 015,57 €";"3 015,57";"EUR";"";""
"17.06.2025";"376/2025";"";"136263171";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"564,44 €";"564,44";"EUR";"";""
"17.06.2025";"377/2025/AKR.73";"";"136263170";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"4 038,67 €";"4 038,67";"EUR";"";""
"17.06.2025";"378/2025/AKR.00";"";"136263168";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"1 964,17 €";"1 964,17";"EUR";"";""
"17.06.2025";"379/2025";"";"136263166";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"17.06.2025";"380/2025/CZ";"";"136263165";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"424,23 €";"424,23";"EUR";"";""
"12.06.2025";"373/2025";"";"136255985";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"131,49 €";"131,49";"EUR";"";""
"12.06.2025";"374/2025";"";"136255983";"Całkowicie dostarczone";"2025/28";" TIR ";"";"";"Zamówienie";"209,10 €";"209,10";"EUR";"";""
"12.06.2025";"375/2025";"";"136255982";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"44,35 €";"44,35";"EUR";"";""
"12.06.2025";"370/2025";"";"136252904";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"663,54 €";"663,54";"EUR";"";""
"12.06.2025";"371/2025";"";"136252902";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"213,30 €";"213,30";"EUR";"";""
"12.06.2025";"372/2025";"";"136252900";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"53,27 €";"53,27";"EUR";"";""
"11.06.2025";"369/2025";"";"136251732";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"297,37 €";"297,37";"EUR";"";""
"11.06.2025";"368/2025";"";"136251731";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"11.06.2025";"367/2025";"";"136251730";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"549,28 €";"549,28";"EUR";"";""
"10.06.2025";"353/A/2025";"";"136249470";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"40,43 €";"40,43";"EUR";"";""
"10.06.2025";"366/2025/VL.537";"";"136247361";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"71,51 €";"71,51";"EUR";"";""
"10.06.2025";"365/2025/CZ";"";"136246752";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"33,90 €";"33,90";"EUR";"";""
"10.06.2025";"364/2025/CZ";"";"136245159";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"25,39 €";"25,39";"EUR";"";""
"10.06.2025";"363/2025/AKR.05";"";"136245157";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"1 175,46 €";"1 175,46";"EUR";"";""
"10.06.2025";"362/2025/AKR.05";"";"136245156";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"1 469,25 €";"1 469,25";"EUR";"";""
"10.06.2025";"361/2025/AKR.00";"";"136245155";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"2 938,51 €";"2 938,51";"EUR";"";""
"9.06.2025";"350/2025";"";"136244964";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"4 561,69 €";"4 561,69";"EUR";"";""
"9.06.2025";"345/A/2025";"";"136244955";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"726,80 €";"726,80";"EUR";"";""
"9.06.2025";"351/2025";"";"136244954";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"283,43 €";"283,43";"EUR";"";""
"9.06.2025";"352/2025";"";"136244953";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"392,10 €";"392,10";"EUR";"";""
"9.06.2025";"353/2025";"";"136244951";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"179,96 €";"179,96";"EUR";"";""
"9.06.2025";"354/2025";"";"136244948";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"320,55 €";"320,55";"EUR";"";""
"9.06.2025";"356/2025";"";"136244946";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"397,28 €";"397,28";"EUR";"";""
"9.06.2025";"355/2025";"";"136244942";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"252,60 €";"252,60";"EUR";"";""
"9.06.2025";"357/2025";"";"136244941";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"241,44 €";"241,44";"EUR";"";""
"9.06.2025";"358/2025";"";"136244940";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"183,88 €";"183,88";"EUR";"";""
"9.06.2025";"359/2025";"";"136244937";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"9.06.2025";"360/2025";"";"136244936";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"237,66 €";"237,66";"EUR";"";""
"9.06.2025";"361/2025";"";"136244934";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"239,80 €";"239,80";"EUR";"";""
"4.06.2025";"348/2025";"";"136236051";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"205,91 €";"205,91";"EUR";"";""
"4.06.2025";"349/2025";"";"136236049";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"373,60 €";"373,60";"EUR";"";""
"4.06.2025";"347/2025";"";"136235358";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"390,81 €";"390,81";"EUR";"";""
"4.06.2025";"346/2025";"";"136235357";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"307,86 €";"307,86";"EUR";"";""
"3.06.2025";"338/2025/CZ";"";"136230054";"Całkowicie dostarczone";"2025/27";" TIR ";"";"";"Zamówienie";"523,10 €";"523,10";"EUR";"";""
"3.06.2025";"339/2025/750";"";"136230052";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"1 933,21 €";"1 933,21";"EUR";"";""
"3.06.2025";"340/2025/750";"";"136230051";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"1 541,60 €";"1 541,60";"EUR";"";""
"3.06.2025";"341/2025/750";"";"136230050";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"2 126,81 €";"2 126,81";"EUR";"";""
"3.06.2025";"342/2025/73";"";"136230049";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"2 150,63 €";"2 150,63";"EUR";"";""
"3.06.2025";"343/2025/00";"";"136230047";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"1 607,23 €";"1 607,23";"EUR";"";""
"3.06.2025";"344/2025/05";"";"136230041";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"1 631,67 €";"1 631,67";"EUR";"";""
"2.06.2025";"336/2025";"";"136227712";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"71,10 €";"71,10";"EUR";"";""
"2.06.2025";"337/2025";"";"136227708";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"299,96 €";"299,96";"EUR";"";""
"30.05.2025";"335/2055";"";"136222589";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"439,63 €";"439,63";"EUR";"";""
"30.05.2025";"334/2025";"";"136222272";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"179,28 €";"179,28";"EUR";"";""
"29.05.2025";"333/2025";"";"136221009";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"178,33 €";"178,33";"EUR";"";""
"29.05.2025";"332/2025";"";"136221007";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"213,82 €";"213,82";"EUR";"";""
"29.05.2025";"331/2025";"";"136221005";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"75,58 €";"75,58";"EUR";"";""
"29.05.2025";"326/2025/BIAŁE";"";"136221003";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"570,08 €";"570,08";"EUR";"";""
"29.05.2025";"329/2025";"";"136221002";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"918,67 €";"918,67";"EUR";"";""
"28.05.2025";"199/B/2025";"";"136218596";"Całkowicie dostarczone";"2025/26";" TIR ";"";"";"Zamówienie";"43,00 €";"43,00";"EUR";"";""
"27.05.2025";"328/2025";"";"136215749";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"1 196,37 €";"1 196,37";"EUR";"";""
"27.05.2025";"327/2025";"";"136215745";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"386,81 €";"386,81";"EUR";"";""
"27.05.2025";"325/2025";"";"136214004";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"106,56 €";"106,56";"EUR";"";""
"27.05.2025";"323/2025";"";"136212287";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"2 029,83 €";"2 029,83";"EUR";"";""
"27.05.2025";"324/2025";"";"136212285";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"64,26 €";"64,26";"EUR";"";""
"27.05.2025";"240/B/2025";"";"136212283";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"50,64 €";"50,64";"EUR";"";""
"23.05.2025";"322/2025";"";"136208086";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"548,11 €";"548,11";"EUR";"";""
"23.05.2025";"269/2025/CONSTRAMET/CZ.2";"";"136206858";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"3 360,34 €";"3 360,34";"EUR";"";""
"23.05.2025";"270/2025";"";"136206489";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"330,75 €";"330,75";"EUR";"";""
"22.05.2025";"321/2025";"";"136202486";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"313,55 €";"313,55";"EUR";"";""
"21.05.2025";"318/2025";"";"136199972";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"155,73 €";"155,73";"EUR";"";""
"21.05.2025";"320/2025";"";"136199969";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"169,57 €";"169,57";"EUR";"";""
"21.05.2025";"319/2025";"";"136199968";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"180,33 €";"180,33";"EUR";"";""
"21.05.2025";"317/2025";"";"136199227";"Całkowicie dostarczone";"2025/25";" TIR ";"";"";"Zamówienie";"1 395,89 €";"1 395,89";"EUR";"";""
"21.05.2025";"316/2025";"";"136199200";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"216,38 €";"216,38";"EUR";"";""
"21.05.2025";"315/2025";"";"136199198";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"63,29 €";"63,29";"EUR";"";""
"20.05.2025";"311/2025";"";"136196764";"Całkowicie dostarczone";"2025/23";" TIR ";"";"";"Zamówienie";"331,72 €";"331,72";"EUR";"";""
"20.05.2025";"314/2025";"";"136196573";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"20.05.2025";"312/2025";"";"136196570";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"240,25 €";"240,25";"EUR";"";""
"20.05.2025";"313/2025";"";"136196568";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"20.05.2025";"310/2025";"";"136196465";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"299,96 €";"299,96";"EUR";"";""
"20.05.2025";"309/2025";"";"136194802";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"351,95 €";"351,95";"EUR";"";""
"19.05.2025";"308/2025";"";"136192461";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"33,56 €";"33,56";"EUR";"";""
"19.05.2025";"307/2025";"";"136192352";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"54,83 €";"54,83";"EUR";"";""
"19.05.2025";"306/2025";"";"136191051";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"50,77 €";"50,77";"EUR";"";""
"19.05.2025";"305/2025/STAL";"";"136190817";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"25,86 €";"25,86";"EUR";"";""
"19.05.2025";"304/2025";"";"136190792";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"190,99 €";"190,99";"EUR";"";""
"19.05.2025";"243/B/HS/2025";"";"136190658";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"92,42 €";"92,42";"EUR";"";""
"19.05.2025";"302/2025/CZ";"";"136190246";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"956,93 €";"956,93";"EUR";"";""
"19.05.2025";"301/2025";"";"136190245";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"654,07 €";"654,07";"EUR";"";""
"19.05.2025";"300/2025/REC";"";"136190243";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"98,30 €";"98,30";"EUR";"";""
"13.05.2025";"299/2025";"";"136178429";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"62,30 €";"62,30";"EUR";"";""
"13.05.2025";"297/2025";"";"136177404";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"102,66 €";"102,66";"EUR";"";""
"13.05.2025";"298/2025";"";"136177403";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"149,40 €";"149,40";"EUR";"";""
"13.05.2025";"296/2025";"";"136175701";"Całkowicie dostarczone";"2025/21";" TIR ";"";"";"Zamówienie";"50,77 €";"50,77";"EUR";"";""
"12.05.2025";"294/2025";"";"136172781";"Całkowicie dostarczone";"2025/24";" TIR ";"";"";"Zamówienie";"967,87 €";"967,87";"EUR";"";""
"12.05.2025";"295/2025";"";"136172779";"Całkowicie dostarczone";"2025/22";" TIR ";"";"";"Zamówienie";"498,34 €";"498,34";"EUR";"";""
