Numer stojaka;Numer zamówienia klienta;Numer zamówienia dostawcy;Pozycja;Szerokosc;Wysokosc;Sztuk;Zlecenie;Zespolenie;Numer seryjny;Kod klienta;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;54;1279;990;1;1      53468 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949681;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;56;1279;990;1;1      53468 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949683;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;63;1258;990;1;4      53468 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949690;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;42;1301;984;1;3      53466 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949669;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;52;1081;984;1;3      53467 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949679;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;23;952;1055;1;1      53464 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949650;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;25;952;1055;1;2      53464 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949652;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;66;807;1055;1;1      53470 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949693;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;74;807;990;1;4      53470 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949701;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;71;798;1055;1;3      53470 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949698;;
3074041481;02498 AKR 12 GRUDZIEÑ  Korekta;25306;29;782;1224;1;2      53465 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20949656;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;8;685;1055;1;4      53478 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953854;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;9;685;1055;1;4      53478 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953855;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;11;685;1055;1;5      53478 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953857;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;12;685;1055;1;5      53478 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953858;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;7;679;1055;1;3      53478 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953853;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;21;658;1191;1;3      53485 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953867;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;56;660;975;1;5      53509 poz.5;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20953902;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;23;630;1191;1;4      53485 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953869;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;24;630;1191;1;4      53485 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953870;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;1;608;951;1;1      53478 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953847;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;10;607;951;1;4      53478 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953856;;
